geneName;entrezId;mirnaName;Interaction;evidencePMID
Rex1;132625;hsa-mir-302c-3p;1;18725401
Rex1;132625;hsa-mir-302d-3p;1;18725401
Rex1;132625;hsa-mir-367-3p;1;18725401
RUNX1;861;hsa-mir-27a-3p;1;19114653
SHP;8431;hsa-mir-127-3p;-1;18776219
SHP;8431;hsa-mir-433;-1;18776219
SIP1;8487;hsa-mir-141-3p;-1;18829540
SIP1;8487;hsa-mir-200a-3p;-1;18829540
SIP1;8487;hsa-mir-200b-3p;-1;18829540
SIP1;8487;hsa-mir-200c-3p;-1;18829540
SIP1;8487;hsa-mir-429;-1;18829540
SMAD4;4089;hsa-mir-155-5p;1;18794355
SOX2;6657;hsa-mir-302a-3p;1;18710938,18725401
SOX2;6657;hsa-mir-302b-3p;1;18710938,18725401
SOX2;6657;hsa-mir-302c-3p;1;18710938,18725401
SOX2;6657;hsa-mir-302d-3p;1;18710938,18725401
SOX2;6657;hsa-mir-367-3p;1;18710938,18725401
SP1;6667;hsa-mir-106a-5p;1;19307576
TGFB1;7040;hsa-mir-24-3p;-1;18353861
TGFB1;7040;hsa-mir-23a-3p;1;18508316
TGFB1;7040;hsa-mir-24-3p;1;18508316
TGFB1;7040;hsa-mir-27a-3p;1;18508316
TGFB1;7040;hsa-mir-141-3p;-1;18698484
TGFB1;7040;hsa-mir-200a-3p;-1;18698484
TGFB1;7040;hsa-mir-200b-3p;-1;18698484
TGFB1;7040;hsa-mir-200c-3p;-1;18698484
TGFB1;7040;hsa-mir-205-5p;-1;18698484
TGFB1;7040;hsa-mir-429;-1;18698484
TGFB1;7040;hsa-mir-155-5p;1;18794355
Thrombin;2147;hsa-mir-222-3p;1;19351827
TLR2;7097;hsa-mir-9-5p;1;19289835
TLR4;7099;hsa-mir-9-5p;1;19289835
TLR7;51284;hsa-mir-9-5p;1;19289835
TLR8;51311;hsa-mir-9-5p;1;19289835
TLX;7101;hsa-mir-9-5p;-1;19330006
TLX1;3195;hsa-mir-17-5p;1;19148830
TLX1;3195;hsa-mir-18a-5p;1;19148830
TLX1;3195;hsa-mir-19a-3p;1;19148830
TLX1;3195;hsa-mir-19b-3p;1;19148830
TLX1;3195;hsa-mir-20a-5p;1;19148830
TLX1;3195;hsa-mir-92a-3p;1;19148830
TLX3;30012;hsa-mir-17-5p;1;19148830
TLX3;30012;hsa-mir-18a-5p;1;19148830
TLX3;30012;hsa-mir-19a-3p;1;19148830
TLX3;30012;hsa-mir-19b-3p;1;19148830
TLX3;30012;hsa-mir-20a-5p;1;19148830
TLX3;30012;hsa-mir-92a-3p;1;19148830
TNF;7124;hsa-mir-9-5p;1;19289835
TP53;7157;hsa-mir-34b-5p;1;17656095,17823410,19221490
TP53;7157;hsa-mir-34c-5p;1;17656095,17823410,19221490
TP53;7157;hsa-mir-34a-5p;1;18755897,18818704,18834855,19167416,19221490,17656095
TP53;7157;hsa-mir-192-5p;1;19074875,19074876,19088023
TP53;7157;hsa-mir-215;1;19074875,19074876
TP53;7157;hsa-mir-145-5p;1;19202062
TRIM32;22954;hsa-let-7a-5p;1;19269368
TRIM32;22954;hsa-let-7b-5p;1;19269368
TRIM32;22954;hsa-let-7c;1;19269368
TRIM32;22954;hsa-let-7d-5p;1;19269368
TRIM32;22954;hsa-let-7e-5p;1;19269368
TRIM32;22954;hsa-let-7f-5p;1;19269368
TRIM32;22954;hsa-let-7g-5p;1;19269368
TRIM32;22954;hsa-let-7i-5p;1;19269368
TWIST1;7291;hsa-mir-199a-5p;-1;19029138
TWIST1;7291;hsa-mir-214-3p;-1;19029138
VHL;7428;hsa-mir-210;1;18316553
YY1;7528;hsa-mir-29a-3p;-1;18977326
YY1;7528;hsa-mir-29b-3p;-1;18977326
YY1;7528;hsa-mir-29c-3p;-1;18977326
ZEB1;6935;hsa-mir-141-3p;-1;18829540
ZEB1;6935;hsa-mir-200a-3p;-1;18829540
ZEB1;6935;hsa-mir-200b-3p;-1;18829540
ZEB1;6935;hsa-mir-200c-3p;-1;18829540
ZEB1;6935;hsa-mir-429;-1;18829540
ZEB2;9839;hsa-mir-141-3p;-1;18829540
ZEB2;9839;hsa-mir-200a-3p;-1;18829540
ZEB2;9839;hsa-mir-200b-3p;-1;18829540
ZEB2;9839;hsa-mir-200c-3p;-1;18829540
ZEB2;9839;hsa-mir-429;-1;18829540
LIN28B;389421;hsa-let-7g-5p;-1;19745602
STAT3;6774;hsa-mir-21-5p;1;17496199
EGR3;1960;hsa-mir-195-5p;1;20156358
E2F1;1869;hsa-let-7a-5p;1;20404092
E2F1;1869;hsa-let-7i-5p;1;20404092
E2F1;1869;hsa-mir-15b-5p;1;20404092
E2F1;1869;hsa-mir-15a-5p;1;20404092
E2F1;1869;hsa-mir-16-5p;1;20404092
E2F1;1869;hsa-mir-195-5p;1;20404092
E2F1;1869;hsa-mir-106b-5p;1;20404092
E2F3;1871;hsa-let-7a-5p;1;20404092
E2F3;1871;hsa-let-7i-5p;1;20404092
E2F3;1871;hsa-mir-15b-5p;1;20404092
E2F3;1871;hsa-mir-15a-5p;1;20404092
E2F3;1871;hsa-mir-16-5p;1;20404092
E2F3;1871;hsa-mir-195-5p;1;20404092
E2F3;1871;hsa-mir-106b-5p;1;20404092
SPI1;6688;hsa-mir-23a-3p;1;20399246
TGFB1;7040;hsa-let-7d-5p;-1;20395557
PTEN;5728;hsa-mir-22-3p;1;20388916
PTEN;5728;hsa-mir-25-3p;1;20388916
PTEN;5728;hsa-mir-302a-3p;1;20388916
PTEN;5728;hsa-mir-302b-3p;1;20388916
PTEN;5728;hsa-mir-302c-3p;1;20388916
PTEN;5728;hsa-mir-302d-3p;1;20388916
PTEN;5728;hsa-mir-302f;1;20388916
ERS1;2099;hsa-mir-221-3p;1;20388878
ERS1;2099;hsa-mir-222-3p;1;20388878
TP53;7157;hsa-mir-34a-5p;1;20386864
SF2/ASF;6426;hsa-mir-7-5p;1;20385090
SF2/ASF;6426;hsa-mir-221-3p;1;20385090
SF2/ASF;6426;hsa-mir-222-3p;1;20385090
IFNbeta;3456;hsa-mir-143-3p;1;20382746
IFNgamma;3458;hsa-mir-143-3p;1;20382746
IFNbeta;3456;hsa-mir-145-5p;1;20382746
IFNgamma;3458;hsa-mir-145-5p;1;20382746
TLR2;7097;hsa-mir-146a-5p;1;20375304
TGFB1;7040;hsa-mir-146a-5p;1;20375304
SPI1;6688;hsa-mir-146a-5p;1;20375304
Foxo3a;2309;hsa-mir-21-5p;-1;20371612
SOX2;6657;hsa-mir-137;1;20368621
Ezh2;2146;hsa-mir-137;1;20368621
MECP2;4204;hsa-mir-137;1;20368621
klf2a;10365;hsa-mir-126-3p;1;20364122
Src;6714;hsa-mir-143-3p;1;20351064
TP53;7157;hsa-mir-143-3p;1;20351064
Src;6714;hsa-mir-145-5p;1;20351064
TP53;7157;hsa-mir-145-5p;1;20351064
HIF1A;3091;hsa-mir-210;1;20308562
TP53;7157;hsa-mir-107;1;20308559
IL6;3569;hsa-mir-519c-3p;1;20233879
MAPK/MK2;1432;hsa-mir-34c-5p;1;20212154
cAMP;820;hsa-mir-155-5p;1;20209161
FOXP3;50943;hsa-mir-155-5p;1;20209161
p27;5715;hsa-mir-221-3p;1;20203269
p27;5715;hsa-mir-222-3p;1;20203269
IL-4;3565;hsa-mir-29a-3p;-1;20201077
